Race,Coach,Location,Nation,Opponent,Tournament Name,Variant,Year,Date,Result,# Draws,# Games,# Losses,# Wins,Opponent TDs,T Ds,TDs Against,TDs For,TDs Net,Win %
Necromantic Horror,Alameda54,Spain,,polux,II Cuchi Cuchi Bowl,BB 2020,2021,6/20/2021,L,,1,1,,2,0,2,0,-2,0.0%
Nurgle,Dingo_Jenko,Australia,,jinxed,The Andrew Reeves Memorial Trophy,BB 2020,2021,6/20/2021,L,,1,1,,2,0,2,0,-2,0.0%
Tomb Kings,GhostlyEnvelope,Australia,,SunderedPsyche,The Andrew Reeves Memorial Trophy,BB 2020,2021,6/20/2021,L,,1,1,,2,0,2,0,-2,0.0%
Vampire,Kris_Sanders,Australia,,mateuso,The Andrew Reeves Memorial Trophy,BB 2020,2021,6/20/2021,L,,1,1,,2,0,2,0,-2,0.0%
Chaos Chosen,LC_kami,Spain,Spain,opnicus,II Cuchi Cuchi Bowl,BB 2020,2021,6/20/2021,L,,1,1,,2,1,2,1,-1,0.0%
Elf Union,XT79,Australia,Australia,Watto,The Andrew Reeves Memorial Trophy,BB 2020,2021,6/20/2021,L,,1,1,,2,1,2,1,-1,0.0%
Necromantic Horror,mateuso,Australia,Australia,jinxed,The Andrew Reeves Memorial Trophy,BB 2020,2021,6/20/2021,L,,1,1,,2,1,2,1,-1,0.0%
Nurgle,JPH,Spain,,donpimpon,II Cuchi Cuchi Bowl,BB 2020,2021,6/20/2021,L,,1,1,,2,1,2,1,-1,0.0%
Tomb Kings,aburgos,Spain,Spain,donpimpon,II Cuchi Cuchi Bowl,BB 2020,2021,6/20/2021,L,,1,1,,2,1,2,1,-1,0.0%
Nurgle,DaBlackSkull,Australia,Australia,XT79,The Andrew Reeves Memorial Trophy,BB 2020,2021,6/20/2021,L,,1,1,,4,1,4,1,-3,0.0%
Goblin,DevilForce,Spain,,Espartanoks,II Cuchi Cuchi Bowl,BB 2020,2021,6/20/2021,L,,1,1,,2,0,2,0,-2,0.0%
Goblin,DevilForce,Spain,,MiniGhost,II Cuchi Cuchi Bowl,BB 2020,2021,6/20/2021,L,,1,1,,2,0,2,0,-2,0.0%
Dark Elf,adritari,Italy,,lue,INFERNOT BOWL,BB 2020,2021,6/20/2021,T,1,1,,,1,1,1,1,0,50.0%
Human,ivanybw,Italy,,sumo,INFERNOT BOWL,BB 2020,2021,6/20/2021,T,1,1,,,1,1,1,1,0,50.0%
Lizardmen,Flage,Italy,Italy,Black_Panda,INFERNOT BOWL,BB 2020,2021,6/20/2021,T,1,1,,,1,1,1,1,0,50.0%
Human,ivanybw,Italy,,orso71,INFERNOT BOWL,BB 2020,2021,6/20/2021,T,1,1,,,2,2,2,2,0,50.0%
Necromantic Horror,quellon,Italy,,cancio,INFERNOT BOWL,BB 2020,2021,6/20/2021,T,1,1,,,0,0,0,0,0,50.0%
Black Orc,Hippie,Italy,Italy,Ferpa,INFERNOT BOWL,BB 2020,2021,6/20/2021,T,1,1,,,1,1,1,1,0,50.0%
Black Orc,Teooo,Italy,,FalcoNero87,INFERNOT BOWL,BB 2020,2021,6/20/2021,T,1,1,,,1,1,1,1,0,50.0%
Black Orc,Hippie,Italy,Italy,cloud,INFERNOT BOWL,BB 2020,2021,6/20/2021,T,1,1,,,1,1,1,1,0,50.0%
Chaos Chosen,Barbossa,Italy,Italy,Freud,INFERNOT BOWL,BB 2020,2021,6/20/2021,T,1,1,,,1,1,1,1,0,50.0%
Chaos Chosen,Barbossa,Italy,Italy,iappo,INFERNOT BOWL,BB 2020,2021,6/20/2021,T,1,1,,,1,1,1,1,0,50.0%
Imperial Nobility,Freud,Italy,Italy,CaliTheKing,INFERNOT BOWL,BB 2020,2021,6/20/2021,T,1,1,,,1,1,1,1,0,50.0%
Imperial Nobility,Spartako,Italy,Italy,Moro84,INFERNOT BOWL,BB 2020,2021,6/20/2021,T,1,1,,,1,1,1,1,0,50.0%
Necromantic Horror,sgaua,Italy,Italy,Ferpa,INFERNOT BOWL,BB 2020,2021,6/20/2021,T,1,1,,,1,1,1,1,0,50.0%
Tomb Kings,sumo,Italy,United States Of America,michelgz,INFERNOT BOWL,BB 2020,2021,6/20/2021,T,1,1,,,1,1,1,1,0,50.0%
Tomb Kings,Kuzzone,Italy,Italy,tundra,INFERNOT BOWL,BB 2020,2021,6/20/2021,T,1,1,,,1,1,1,1,0,50.0%
Underworld Denizens,Matte8,Italy,Italy,gian,INFERNOT BOWL,BB 2020,2021,6/20/2021,T,1,1,,,1,1,1,1,0,50.0%
Dwarf,Spindrift,Norway,Norway,Traum,Spring Drizzle 2021,BB 2020,2021,6/20/2021,T,1,1,,,1,1,1,1,0,50.0%
Lizardmen,Traum,Norway,Norway,Ja9nge,Spring Drizzle 2021,BB 2020,2021,6/20/2021,T,1,1,,,1,1,1,1,0,50.0%
Norse,monkyjonny,Norway,Norway,Zulu,Spring Drizzle 2021,BB 2020,2021,6/20/2021,T,1,1,,,1,1,1,1,0,50.0%
Shambling Undead,Feppel,Norway,Norway,Loner,Spring Drizzle 2021,BB 2020,2021,6/20/2021,T,1,1,,,1,1,1,1,0,50.0%
Necromantic Horror,mynock,Norway,Norway,cymob,Spring Drizzle 2021,BB 2020,2021,6/20/2021,T,1,1,,,1,1,1,1,0,50.0%
Necromantic Horror,mynock,Norway,Norway,gorbe,Spring Drizzle 2021,BB 2020,2021,6/20/2021,T,1,1,,,1,1,1,1,0,50.0%
Dwarf,Jonpw,Australia,,Watto,The Andrew Reeves Memorial Trophy,BB 2020,2021,6/20/2021,T,1,1,,,1,1,1,1,0,50.0%
Human,ATREYU,Spain,Spain,DevilForce,II Cuchi Cuchi Bowl,BB 2020,2021,6/20/2021,T,1,1,,,1,1,1,1,0,50.0%
Wood Elf,LEGOLAS74,Spain,Spain,LC_kami,II Cuchi Cuchi Bowl,BB 2020,2021,6/20/2021,T,1,1,,,1,1,1,1,0,50.0%
Lizardmen,molinet,Spain,Spain,LEGOLAS74,II Cuchi Cuchi Bowl,BB 2020,2021,6/20/2021,T,1,1,,,2,2,2,2,0,50.0%
Skaven,Brunificus,Australia,Australia,DaBlackSkull,The Andrew Reeves Memorial Trophy,BB 2020,2021,6/20/2021,T,1,1,,,2,2,2,2,0,50.0%
Chaos Chosen,LC_kami,Spain,Spain,JPH,II Cuchi Cuchi Bowl,BB 2020,2021,6/20/2021,T,1,1,,,1,1,1,1,0,50.0%
Tomb Kings,GhostlyEnvelope,Australia,,Kris_Sanders,The Andrew Reeves Memorial Trophy,BB 2020,2021,6/20/2021,T,1,1,,,1,1,1,1,0,50.0%
Ogre,Turbonitro,Spain,Spain,Kolmena_Morena,II Cuchi Cuchi Bowl,BB 2020,2021,6/20/2021,T,1,1,,,1,1,1,1,0,50.0%
Orc,cancio,Italy,,piÃ²,INFERNOT BOWL,BB 2020,2021,6/20/2021,W,,1,,1,0,1,0,1,1,100.0%
Lizardmen,FalcoNero87,Italy,Italy,Little_Disaster,INFERNOT BOWL,BB 2020,2021,6/20/2021,W,,1,,1,1,2,1,2,1,100.0%
Imperial Nobility,orso71,Italy,Italy,michelgz,INFERNOT BOWL,BB 2020,2021,6/20/2021,W,,1,,1,0,1,0,1,1,100.0%
Black Orc,Teooo,Italy,,MBAT,INFERNOT BOWL,BB 2020,2021,6/20/2021,W,,1,,1,0,2,0,2,2,100.0%
Black Orc,Hippie,Italy,Italy,quellon,INFERNOT BOWL,BB 2020,2021,6/20/2021,W,,1,,1,1,2,1,2,1,100.0%
Imperial Nobility,Freud,Italy,Italy,Teooo,INFERNOT BOWL,BB 2020,2021,6/20/2021,W,,1,,1,1,2,1,2,1,100.0%
Imperial Nobility,Spartako,Italy,Italy,tundra,INFERNOT BOWL,BB 2020,2021,6/20/2021,W,,1,,1,1,2,1,2,1,100.0%
Imperial Nobility,L.A.PORK,Italy,Italy,piÃ²,INFERNOT BOWL,BB 2020,2021,6/20/2021,W,,1,,1,1,2,1,2,1,100.0%
Tomb Kings,Kuzzone,Italy,Italy,MBAT,INFERNOT BOWL,BB 2020,2021,6/20/2021,W,,1,,1,1,2,1,2,1,100.0%
Tomb Kings,Black_Panda,Italy,Italy,orso71,INFERNOT BOWL,BB 2020,2021,6/20/2021,W,,1,,1,1,2,1,2,1,100.0%
Necromantic Horror,quellon,Italy,,L.A.PORK,INFERNOT BOWL,BB 2020,2021,6/20/2021,W,,1,,1,0,3,0,3,3,100.0%
Ogre,gian,Italy,Italy,L.A.PORK,INFERNOT BOWL,BB 2020,2021,6/20/2021,W,,1,,1,1,2,1,2,1,100.0%
Dark Elf,Loner,Norway,Norway,Zulu,Spring Drizzle 2021,BB 2020,2021,6/20/2021,W,,1,,1,0,1,0,1,1,100.0%
Lizardmen,tekaa,Norway,Norway,cymob,Spring Drizzle 2021,BB 2020,2021,6/20/2021,W,,1,,1,0,1,0,1,1,100.0%
Lizardmen,tekaa,Norway,Norway,monkyjonny,Spring Drizzle 2021,BB 2020,2021,6/20/2021,W,,1,,1,0,1,0,1,1,100.0%
Lizardmen,tekaa,Norway,Norway,Feppel,Spring Drizzle 2021,BB 2020,2021,6/20/2021,W,,1,,1,0,1,0,1,1,100.0%
Shambling Undead,Feppel,Norway,Norway,Dalish,Spring Drizzle 2021,BB 2020,2021,6/20/2021,W,,1,,1,0,1,0,1,1,100.0%
Dark Elf,Dalish,Norway,Norway,gorbe,Spring Drizzle 2021,BB 2020,2021,6/20/2021,W,,1,,1,0,2,0,2,2,100.0%
Shambling Undead,Feppel,Norway,Norway,Ja9nge,Spring Drizzle 2021,BB 2020,2021,6/20/2021,W,,1,,1,0,2,0,2,2,100.0%
Lizardmen,tekaa,Norway,Norway,Loner,Spring Drizzle 2021,BB 2020,2021,6/20/2021,W,,1,,1,1,2,1,2,1,100.0%
Necromantic Horror,mynock,Norway,Norway,Dalish,Spring Drizzle 2021,BB 2020,2021,6/20/2021,W,,1,,1,0,2,0,2,2,100.0%
Chaos Chosen,cymob,Norway,,Spindrift,Spring Drizzle 2021,BB 2020,2021,6/20/2021,W,,1,,1,1,2,1,2,1,100.0%
Orc,CowTownHero,Australia,,Kris_Sanders,The Andrew Reeves Memorial Trophy,BB 2020,2021,6/20/2021,W,,1,,1,0,1,0,1,1,100.0%
Shambling Undead,oberon_nix,Spain,Spain,jotun,II Cuchi Cuchi Bowl,BB 2020,2021,6/20/2021,W,,1,,1,0,1,0,1,1,100.0%
Chaos Dwarf,jotun,Spain,Spain,Alameda54,II Cuchi Cuchi Bowl,BB 2020,2021,6/20/2021,W,,1,,1,0,2,0,2,2,100.0%
Dwarf,Jonpw,Australia,,SunderedPsyche,The Andrew Reeves Memorial Trophy,BB 2020,2021,6/20/2021,W,,1,,1,0,2,0,2,2,100.0%
Human,S21Rogue,Australia,,CowTownHero,The Andrew Reeves Memorial Trophy,BB 2020,2021,6/20/2021,W,,1,,1,0,2,0,2,2,100.0%
Human,polux,Spain,,oberon_nix,II Cuchi Cuchi Bowl,BB 2020,2021,6/20/2021,W,,1,,1,0,2,0,2,2,100.0%
Shambling Undead,Watto,Australia,Australia,S21Rogue,The Andrew Reeves Memorial Trophy,BB 2020,2021,6/20/2021,W,,1,,1,0,2,0,2,2,100.0%
Wood Elf,LEGOLAS74,Spain,Spain,MiniGhost,II Cuchi Cuchi Bowl,BB 2020,2021,6/20/2021,W,,1,,1,0,2,0,2,2,100.0%
Chaos Dwarf,jotun,Spain,Spain,ATREYU,II Cuchi Cuchi Bowl,BB 2020,2021,6/20/2021,W,,1,,1,1,2,1,2,1,100.0%
Human,hades,Spain,Spain,opnicus,II Cuchi Cuchi Bowl,BB 2020,2021,6/20/2021,W,,1,,1,1,2,1,2,1,100.0%
Human,hades,Spain,Spain,DevilForce,II Cuchi Cuchi Bowl,BB 2020,2021,6/20/2021,W,,1,,1,1,2,1,2,1,100.0%
Human,hades,Spain,Spain,Kolmena_Morena,II Cuchi Cuchi Bowl,BB 2020,2021,6/20/2021,W,,1,,1,1,2,1,2,1,100.0%
Skaven,idroj,Spain,Spain,yoxcoco,II Cuchi Cuchi Bowl,BB 2020,2021,6/20/2021,W,,1,,1,1,2,1,2,1,100.0%
Human,ATREYU,Spain,Spain,C.Hamming,II Cuchi Cuchi Bowl,BB 2020,2021,6/20/2021,W,,1,,1,0,3,0,3,3,100.0%
Norse,MiniGhost,Spain,,NEVIL,II Cuchi Cuchi Bowl,BB 2020,2021,6/20/2021,W,,1,,1,0,3,0,3,3,100.0%
Skaven,Brunificus,Australia,Australia,Dingo_Jenko,The Andrew Reeves Memorial Trophy,BB 2020,2021,6/20/2021,W,,1,,1,0,3,0,3,3,100.0%
Orc,CowTownHero,Australia,,Rant,The Andrew Reeves Memorial Trophy,BB 2020,2021,6/20/2021,W,,1,,1,1,3,1,3,2,100.0%
Shambling Undead,oberon_nix,Spain,Spain,Espartanoks,II Cuchi Cuchi Bowl,BB 2020,2021,6/20/2021,W,,1,,1,1,3,1,3,2,100.0%
Skaven,idroj,Spain,Spain,molinet,II Cuchi Cuchi Bowl,BB 2020,2021,6/20/2021,W,,1,,1,1,3,1,3,2,100.0%
Slann,jinxed,Australia,Australia,Rant,The Andrew Reeves Memorial Trophy,BB 2020,2021,6/20/2021,W,,1,,1,0,1,0,1,1,100.0%
Black Orc,yoxcoco,Spain,Spain,Espartanoks,II Cuchi Cuchi Bowl,BB 2020,2021,6/20/2021,W,,1,,1,0,2,0,2,2,100.0%
Nurgle,JPH,Spain,,ATREYU,II Cuchi Cuchi Bowl,BB 2020,2021,6/20/2021,W,,1,,1,0,2,0,2,2,100.0%
Nurgle,DaBlackSkull,Australia,Australia,Dingo_Jenko,The Andrew Reeves Memorial Trophy,BB 2020,2021,6/20/2021,W,,1,,1,0,2,0,2,2,100.0%
Underworld Denizens,donpimpon,Spain,Spain,ljota,II Cuchi Cuchi Bowl,BB 2020,2021,6/20/2021,W,,1,,1,0,2,0,2,2,100.0%
Black Orc,yoxcoco,Spain,Spain,opnicus,II Cuchi Cuchi Bowl,BB 2020,2021,6/20/2021,W,,1,,1,1,2,1,2,1,100.0%
Imperial Nobility,ljota,Spain,Undisclosed,NEVIL,II Cuchi Cuchi Bowl,BB 2020,2021,6/20/2021,W,,1,,1,1,2,1,2,1,100.0%
Necromantic Horror,Alameda54,Spain,,C.Hamming,II Cuchi Cuchi Bowl,BB 2020,2021,6/20/2021,W,,1,,1,1,2,1,2,1,100.0%
Elf Union,XT79,Australia,Australia,SunderedPsyche,The Andrew Reeves Memorial Trophy,BB 2020,2021,6/20/2021,W,,1,,1,1,4,1,4,3,100.0%
Snotling,Kolmena_Morena,Spain,Spain,aburgos,II Cuchi Cuchi Bowl,BB 2020,2021,6/20/2021,W,,1,,1,0,1,0,1,1,100.0%
Dark Elf,drhank,Canada,,Taxal,Corvid Cup,BB 2020,2021,6/26/2021,L,,1,1,,2,0,2,0,-2,0.0%
Dark Elf,drhank,Canada,,Manz62,Corvid Cup,BB 2020,2021,6/26/2021,L,,1,1,,3,0,3,0,-3,0.0%
Halfling,bellowthunderslam,Canada,Canada,mage923,Corvid Cup,BB 2020,2021,6/26/2021,L,,1,1,,1,0,1,0,-1,0.0%
Snotling,lootogre,Canada,,Taxal,Corvid Cup,BB 2020,2021,6/26/2021,L,,1,1,,2,0,2,0,-2,0.0%
Goblin,Chewblocka,Canada,Canada,Meerkul_Moggins,Corvid Cup,BB 2020,2021,6/26/2021,L,,1,1,,2,1,2,1,-1,0.0%
Snotling,srjarrett,Canada,Canada,drhank,Corvid Cup,BB 2020,2021,6/26/2021,L,,1,1,,3,2,3,2,-1,0.0%
Imperial Nobility,Taxal,Canada,Canada,Manz62,Corvid Cup,BB 2020,2021,6/26/2021,T,1,1,,,0,0,0,0,0,50.0%
Dark Elf,Rez_Azarpour,United Kingdom,England,seanphoenix87,Glass Cup Plate Bowl,BB 2020,2021,6/26/2021,T,1,1,,,1,1,1,1,0,50.0%
Dwarf,MorgN_Pawl,United Kingdom,England,AngryHobbit,Glass Cup Plate Bowl,BB 2020,2021,6/26/2021,T,1,1,,,1,1,1,1,0,50.0%
Orc,Whitey,United Kingdom,England,TheShepherd,Glass Cup Plate Bowl,BB 2020,2021,6/26/2021,T,1,1,,,1,1,1,1,0,50.0%
Imperial Nobility,Nightwing,United Kingdom,Wales,Taurean_Beast,Glass Cup Plate Bowl,BB 2020,2021,6/26/2021,T,1,1,,,0,0,0,0,0,50.0%
Nurgle,Skab,United Kingdom,Wales,landrover,Glass Cup Plate Bowl,BB 2020,2021,6/26/2021,T,1,1,,,1,1,1,1,0,50.0%
Goblin,8ulldog,United Kingdom,England,BROCKdodge,Glass Cup Plate Bowl,BB 2020,2021,6/26/2021,T,1,1,,,2,2,2,2,0,50.0%
Human,Meerkul_Moggins,Canada,Canada,mage923,Corvid Cup,BB 2020,2021,6/26/2021,W,,1,,1,0,2,0,2,2,100.0%
Dwarf,mage923,Canada,Canada,Manz62,Corvid Cup,BB 2020,2021,6/26/2021,W,,1,,1,1,2,1,2,1,100.0%
Halfling,bellowthunderslam,Canada,Canada,lootogre,Corvid Cup,BB 2020,2021,6/26/2021,W,,1,,1,1,2,1,2,1,100.0%
Dwarf,Boneless,United Kingdom,Wales,Stunties,Glass Cup Plate Bowl,BB 2020,2021,6/26/2021,W,,1,,1,0,2,0,2,2,100.0%
Imperial Nobility,Hobnail,United Kingdom,Northern Mariana Islands,gnomelord,Glass Cup Plate Bowl,BB 2020,2021,6/26/2021,W,,1,,1,0,1,0,1,1,100.0%
Elf Union,Atlas04,United Kingdom,Wales,AlloAllo,Glass Cup Plate Bowl,BB 2020,2021,6/26/2021,W,,1,,1,1,2,1,2,1,100.0%
Imperial Nobility,Rubick,United Kingdom,Wales,Daubs,Glass Cup Plate Bowl,BB 2020,2021,6/26/2021,W,,1,,1,1,2,1,2,1,100.0%
Imperial Nobility,jayward,United Kingdom,Wales,Nazgob,Glass Cup Plate Bowl,BB 2020,2021,6/26/2021,W,,1,,1,0,3,0,3,3,100.0%
Halfling,wobert,United Kingdom,England,Ceetee,Glass Cup Plate Bowl,BB 2020,2021,6/26/2021,W,,1,,1,0,2,0,2,2,100.0%
Dwarf,mage923,Canada,Canada,Meerkul_Moggins,Corvid Cup,BB 2020,2021,6/26/2021,L,,1,1,,2,0,2,0,-2,0.0%
Human,Manz62,Canada,Canada,mage923,Corvid Cup,BB 2020,2021,6/26/2021,L,,1,1,,2,1,2,1,-1,0.0%
Snotling,lootogre,Canada,,bellowthunderslam,Corvid Cup,BB 2020,2021,6/26/2021,L,,1,1,,2,1,2,1,-1,0.0%
Old World Alliance,Stunties,United Kingdom,England,Boneless,Glass Cup Plate Bowl,BB 2020,2021,6/26/2021,L,,1,1,,2,0,2,0,-2,0.0%
Skaven,Ceetee,United Kingdom,England,wobert,Glass Cup Plate Bowl,BB 2020,2021,6/26/2021,L,,1,1,,2,0,2,0,-2,0.0%
Shambling Undead,Nazgob,United Kingdom,England,jayward,Glass Cup Plate Bowl,BB 2020,2021,6/26/2021,L,,1,1,,3,0,3,0,-3,0.0%
Lizardmen,Daubs,United Kingdom,Wales,Rubick,Glass Cup Plate Bowl,BB 2020,2021,6/26/2021,L,,1,1,,2,1,2,1,-1,0.0%
Necromantic Horror,AlloAllo,United Kingdom,England,Atlas04,Glass Cup Plate Bowl,BB 2020,2021,6/26/2021,L,,1,1,,2,1,2,1,-1,0.0%
Ogre,gnomelord,United Kingdom,England,Hobnail,Glass Cup Plate Bowl,BB 2020,2021,6/26/2021,L,,1,1,,1,0,1,0,-1,0.0%
Human,Manz62,Canada,Canada,Taxal,Corvid Cup,BB 2020,2021,6/26/2021,T,1,1,,,0,0,0,0,0,50.0%
Chaos Dwarf,landrover,United Kingdom,England,Skab,Glass Cup Plate Bowl,BB 2020,2021,6/26/2021,T,1,1,,,1,1,1,1,0,50.0%
Underworld Denizens,Taurean_Beast,United Kingdom,England,Nightwing,Glass Cup Plate Bowl,BB 2020,2021,6/26/2021,T,1,1,,,0,0,0,0,0,50.0%
Black Orc,AngryHobbit,United Kingdom,England,MorgN_Pawl,Glass Cup Plate Bowl,BB 2020,2021,6/26/2021,T,1,1,,,1,1,1,1,0,50.0%
Elf Union,seanphoenix87,United Kingdom,England,Rez_Azarpour,Glass Cup Plate Bowl,BB 2020,2021,6/26/2021,T,1,1,,,1,1,1,1,0,50.0%
Elf Union,TheShepherd,United Kingdom,Wales,Whitey,Glass Cup Plate Bowl,BB 2020,2021,6/26/2021,T,1,1,,,1,1,1,1,0,50.0%
High Elf,BROCKdodge,United Kingdom,England,8ulldog,Glass Cup Plate Bowl,BB 2020,2021,6/26/2021,T,1,1,,,2,2,2,2,0,50.0%
Dwarf,mage923,Canada,Canada,bellowthunderslam,Corvid Cup,BB 2020,2021,6/26/2021,W,,1,,1,0,1,0,1,1,100.0%
Human,Meerkul_Moggins,Canada,Canada,Chewblocka,Corvid Cup,BB 2020,2021,6/26/2021,W,,1,,1,1,2,1,2,1,100.0%
Human,Manz62,Canada,Canada,drhank,Corvid Cup,BB 2020,2021,6/26/2021,W,,1,,1,0,3,0,3,3,100.0%
Dark Elf,drhank,Canada,,srjarrett,Corvid Cup,BB 2020,2021,6/26/2021,W,,1,,1,2,3,2,3,1,100.0%
Imperial Nobility,Taxal,Canada,Canada,drhank,Corvid Cup,BB 2020,2021,6/26/2021,W,,1,,1,0,2,0,2,2,100.0%
Imperial Nobility,Taxal,Canada,Canada,lootogre,Corvid Cup,BB 2020,2021,6/26/2021,W,,1,,1,0,2,0,2,2,100.0%
Chaos Dwarf,pablo1880,Spain,,sergio86,KingdomBowl IV,BB 2020,2021,6/27/2021,L,,1,1,,1,0,1,0,-1,0.0%
Chaos Dwarf,gangcha,Spain,Spain,sergio86,KingdomBowl IV,BB 2020,2021,6/27/2021,L,,1,1,,1,0,1,0,-1,0.0%
Shambling Undead,periprocto,Spain,Spain,barbancho,KingdomBowl IV,BB 2020,2021,6/27/2021,L,,1,1,,4,0,4,0,-4,0.0%
Amazon,bululito,Spain,Spain,mengu,KingdomBowl IV,BB 2020,2021,6/27/2021,L,,1,1,,2,1,2,1,-1,0.0%
Shambling Undead,mckey,Spain,,abaddon,KingdomBowl IV,BB 2020,2021,6/27/2021,L,,1,1,,3,2,3,2,-1,0.0%
Underworld Denizens,Shirokov,Spain,Spain,SirMayans,KingdomBowl IV,BB 2020,2021,6/27/2021,L,,1,1,,1,0,1,0,-1,0.0%
Necromantic Horror,flado,Spain,,gangcha,KingdomBowl IV,BB 2020,2021,6/27/2021,L,,1,1,,2,0,2,0,-2,0.0%
Tomb Kings,Hachablanca,Spain,Spain,SirMayans,KingdomBowl IV,BB 2020,2021,6/27/2021,L,,1,1,,2,0,2,0,-2,0.0%
Chaos Renegade,indio,Spain,Spain,abaddon,KingdomBowl IV,BB 2020,2021,6/27/2021,L,,1,1,,3,0,3,0,-3,0.0%
Necromantic Horror,gustavez,Spain,Spain,javin23,KingdomBowl IV,BB 2020,2021,6/27/2021,L,,1,1,,3,0,3,0,-3,0.0%
Slann,skaripense,Spain,Spain,javin23,KingdomBowl IV,BB 2020,2021,6/27/2021,L,,1,1,,3,0,3,0,-3,0.0%
Underworld Denizens,abaddon,Spain,Spain,fluffydog,KingdomBowl IV,BB 2020,2021,6/27/2021,L,,1,1,,3,0,3,0,-3,0.0%
Elf Union,sergio86,Spain,,sergio,KingdomBowl IV,BB 2020,2021,6/27/2021,L,,1,1,,2,1,2,1,-1,0.0%
Imperial Nobility,hawkman,Spain,Spain,pablo1880,KingdomBowl IV,BB 2020,2021,6/27/2021,L,,1,1,,3,1,3,1,-2,0.0%
Black Orc,calltroop,Spain,Spain,bululito,KingdomBowl IV,BB 2020,2021,6/27/2021,T,1,1,,,1,1,1,1,0,50.0%
Tomb Kings,Hachablanca,Spain,Spain,sergio86,KingdomBowl IV,BB 2020,2021,6/27/2021,T,1,1,,,1,1,1,1,0,50.0%
Underworld Denizens,barbancho,Spain,Spain,bululito,KingdomBowl IV,BB 2020,2021,6/27/2021,T,1,1,,,2,2,2,2,0,50.0%
Amazon,fluffydog,Spain,,SirMayans,KingdomBowl IV,BB 2020,2021,6/27/2021,W,,1,,1,0,1,0,1,1,100.0%
Chaos Dwarf,gangcha,Spain,Spain,mckey,KingdomBowl IV,BB 2020,2021,6/27/2021,W,,1,,1,0,1,0,1,1,100.0%
Amazon,fluffydog,Spain,,javin23,KingdomBowl IV,BB 2020,2021,6/27/2021,W,,1,,1,1,2,1,2,1,100.0%
Imperial Nobility,hawkman,Spain,Spain,indio,KingdomBowl IV,BB 2020,2021,6/27/2021,W,,1,,1,0,1,0,1,1,100.0%
Black Orc,calltroop,Spain,Spain,Jevins,KingdomBowl IV,BB 2020,2021,6/27/2021,W,,1,,1,0,2,0,2,2,100.0%
Necromantic Horror,gustavez,Spain,Spain,flado,KingdomBowl IV,BB 2020,2021,6/27/2021,W,,1,,1,0,2,0,2,2,100.0%
Nurgle,SirMayans,Spain,Spain,mengu,KingdomBowl IV,BB 2020,2021,6/27/2021,W,,1,,1,0,2,0,2,2,100.0%
Underworld Denizens,Shirokov,Spain,Spain,gangcha,KingdomBowl IV,BB 2020,2021,6/27/2021,W,,1,,1,0,2,0,2,2,100.0%
Chaos Chosen,Jevins,Spain,Spain,indio,KingdomBowl IV,BB 2020,2021,6/27/2021,W,,1,,1,1,2,1,2,1,100.0%
Underworld Denizens,abaddon,Spain,Spain,barbancho,KingdomBowl IV,BB 2020,2021,6/27/2021,W,,1,,1,1,2,1,2,1,100.0%
Daemons of Khorne,sergio,Spain,Spain,mckey,KingdomBowl IV,BB 2020,2021,6/27/2021,W,,1,,1,1,3,1,3,2,100.0%
Shambling Undead,mckey,Spain,,gangcha,KingdomBowl IV,BB 2020,2021,6/27/2021,L,,1,1,,1,0,1,0,-1,0.0%
Chaos Dwarf,gangcha,Spain,Spain,Shirokov,KingdomBowl IV,BB 2020,2021,6/27/2021,L,,1,1,,2,0,2,0,-2,0.0%
Old World Alliance,mengu,Spain,,SirMayans,KingdomBowl IV,BB 2020,2021,6/27/2021,L,,1,1,,2,0,2,0,-2,0.0%
Shambling Undead,mckey,Spain,,sergio,KingdomBowl IV,BB 2020,2021,6/27/2021,L,,1,1,,3,1,3,1,-2,0.0%
Chaos Renegade,indio,Spain,Spain,hawkman,KingdomBowl IV,BB 2020,2021,6/27/2021,L,,1,1,,1,0,1,0,-1,0.0%
Nurgle,SirMayans,Spain,Spain,fluffydog,KingdomBowl IV,BB 2020,2021,6/27/2021,L,,1,1,,1,0,1,0,-1,0.0%
Chaos Chosen,Jevins,Spain,Spain,calltroop,KingdomBowl IV,BB 2020,2021,6/27/2021,L,,1,1,,2,0,2,0,-2,0.0%
Necromantic Horror,flado,Spain,,gustavez,KingdomBowl IV,BB 2020,2021,6/27/2021,L,,1,1,,2,0,2,0,-2,0.0%
Chaos Renegade,indio,Spain,Spain,Jevins,KingdomBowl IV,BB 2020,2021,6/27/2021,L,,1,1,,2,1,2,1,-1,0.0%
Underworld Denizens,javin23,Spain,Spain,fluffydog,KingdomBowl IV,BB 2020,2021,6/27/2021,L,,1,1,,2,1,2,1,-1,0.0%
Underworld Denizens,barbancho,Spain,Spain,abaddon,KingdomBowl IV,BB 2020,2021,6/27/2021,L,,1,1,,2,1,2,1,-1,0.0%
Amazon,bululito,Spain,Spain,calltroop,KingdomBowl IV,BB 2020,2021,6/27/2021,T,1,1,,,1,1,1,1,0,50.0%
Amazon,bululito,Spain,Spain,barbancho,KingdomBowl IV,BB 2020,2021,6/27/2021,T,1,1,,,2,2,2,2,0,50.0%
Elf Union,sergio86,Spain,,Hachablanca,KingdomBowl IV,BB 2020,2021,6/27/2021,T,1,1,,,1,1,1,1,0,50.0%
